name,category,domain
Gold Standard,carbon,goldstandard.org
Xpansiv,carbon,xpansiv.com
Abatable,carbon,abatable.com
Sylvera,carbon,sylvera.com
BeZero Carbon,carbon,bezerocarbon.com
Patch,carbon,patch.io
Supercritical,carbon,gosupercritical.com
Carbon Direct,carbon,carbon-direct.com
McKinsey and Company,consultancy,
Boston Consulting Group,consultancy,
Bain and Company,consultancy,bain.com
Oliver Wyman,consultancy,oliverwyman.com
Roland Berger,consultancy,rolandberger.com
LEK Consulting,consultancy,lek.com
Kearney,consultancy,kearney.com
Accenture,consultancy,accenture.com
Capgemini,consultancy,capgemini.com
Deloitte,consultancy,deloitte.com
PwC,consultancy,pwc.com
EY,consultancy,ey.com
KPMG,consultancy,kpmg.com
Grant Thornton,consultancy,grantthornton.co.uk
BDO,consultancy,bdo.co.uk
Alvarez and Marsal,consultancy,
FTI Consulting,consultancy,fticonsulting.com
AlixPartners,consultancy,alixpartners.com
Arup,consultancy,arup.com
WSP,consultancy,
Jacobs,consultancy,jacobs.com
Wood Group,consultancy,
Worley,consultancy,worley.com
Petrofac,consultancy,petrofac.com
Xodus Group,consultancy,xodusgroup.com
Gemserv,consultancy,
Delta-EE,consultancy,delta-ee.com
Guidehouse,consultancy,guidehouse.com
Compass Lexecon,consultancy,compasslexecon.com
Vivid Economics,consultancy,vivideconomics.com
Bulb Energy,power_gas,bulb.co.uk
Rebel Energy,power_gas,
Outfox the Market,power_gas,outfoxthemarket.co.uk
100Green,power_gas,100green.co.uk
Octopus Energy Group,power_gas,
Tomato Energy,power_gas,
Fuse Energy,power_gas,fuse.energy
Squeaky,power_gas,
Egg Energy,power_gas,
Crown Gas and Power,power_gas,crowngas.co.uk
Total Gas and Power,power_gas,totalenergies.uk
Gazprom Marketing and Trading,power_gas,
Eneco,power_gas,eneco.com
Sahara Energy,trading_house,
Litasco,trading_house,litasco.com
Coral Energy,trading_house,
Petraco Oil,trading_house,petraco.com
AOT Trading,trading_house,
Clearlake Shipping,trading_house,clearlakeshipping.com
Chemoil,trading_house,chemoil.com
Augusta Energy,trading_house,
Trailstone,trading_house,
Emerald Energy,trading_house,emeraldenergy.com
Vertex Energy,refining,vertexenergy.com
Essar Oil UK,refining,essaroil.co.uk
Petroineos,refining,petroineos.com
Exolum,refining,exolum.com
Inter Terminals,refining,
Vopak,refining,vopak.com
Oiltanking,refining,oiltanking.com
Rubis Terminal,refining,
Zenith Energy,refining,zenithenergy.com
Aegean Marine Petroleum,bunkers,aegeanoil.com
Dan-Bunkering,bunkers,dan-bunkering.com
Bomin,bunkers,
Chimbusco,bunkers,
Glander International Bunkering,bunkers,
Bunkerlink,bunkers,bunkerlink.com
Sea Oil,bunkers,
EnergyQuote JHA,data_vendor,
EnergyScan,data_vendor,energyscan.engie.com
Enerdata,data_vendor,enerdata.net
ExxonMobil,major,exxonmobil.com
Sasol,major,sasol.com
Galp Energia,major,galp.com
Hellenic Petroleum,major,helpe.gr
Motor Oil Hellas,major,moh.gr
Lukoil,major,lukoil.com
Rosneft,major,rosneft.com
KazMunayGas,major,
SOCAR,major,
Kuwait Petroleum,major,kpc.com.kw
Bapco Energies,major,bapco.net
PDVSA,major,
Sonatrach,major,sonatrach.dz
NNPC,major,nnpcgroup.com
Tibra Capital,prop_mm,tibra.com
Vivienne Court,prop_mm,viviennecourt.com
Grasshopper Asia,prop_mm,grasshopperasia.com
Belvedere Trading,prop_mm,belvederetrading.com
Group One Trading,prop_mm,group1.com
Transmarket Group,prop_mm,transmarketgroup.com
Eclipse Trading,prop_mm,eclipsetrading.com
Bluefin Trading,prop_mm,
Marquette Partners,prop_mm,
Volant Trading,prop_mm,volanttrading.com
Simplex Trading,prop_mm,simplextrading.com
XR Trading,prop_mm,xrtrading.com
Ronin Capital,prop_mm,
Geneva Trading,prop_mm,gtrading.com
Spot Trading,prop_mm,
Allston Trading,prop_mm,
Teza Technologies,prop_mm,teza.com
Valkyrie Trading,prop_mm,valkyrietrading.com
WH Trading,prop_mm,whtrading.com
Consolidated Trading,prop_mm,
Nico Trading,prop_mm,nicotrading.com
Gelber Group,prop_mm,gelbergroup.com
Kershner Trading,prop_mm,
Ampyr Energy,flex_optimiser,ampyrenergy.com
Renantis,flex_optimiser,
Ib Vogt,flex_optimiser,ibvogt.com
Econergy,flex_optimiser,
Alight,flex_optimiser,
Green Nation,flex_optimiser,greennation.co.uk
Innova Renewables,flex_optimiser,
Cero Generation,flex_optimiser,cerogeneration.com
Vantage RE,flex_optimiser,vantagere.com
Sosteneo,flex_optimiser,sosteneo.com
Grenergy,flex_optimiser,grenergy.eu
Zestec,flex_optimiser,
Kona Energy,flex_optimiser,konaenergy.co.uk
Pacific Green,flex_optimiser,
Exagen,flex_optimiser,exagen.co.uk
Constantine Energy Storage,flex_optimiser,
Return Energy,flex_optimiser,
Tagenergy,flex_optimiser,tagenergy.com
Cubico Sustainable Investments,flex_optimiser,cubicoinvest.com
Glennmont Partners,flex_optimiser,glennmont.com
Susi Partners,flex_optimiser,susi-partners.com
Aquila Capital,flex_optimiser,aquila-capital.com
Encyclis,flex_optimiser,encyclis.com
Enfinium,flex_optimiser,enfinium.co.uk
Viridor,flex_optimiser,viridor.co.uk
Ameresco,flex_optimiser,ameresco.com
Kaluza,flex_optimiser,kaluza.com
Ohme,flex_optimiser,ohme-ev.com
Ev.energy,flex_optimiser,ev.energy
Zapmap,flex_optimiser,zap-map.com
Connected Kerb,flex_optimiser,connectedkerb.com
Believ,flex_optimiser,believ.com
Fuuse,flex_optimiser,fuuse.io
Levelise,flex_optimiser,levelise.com
Origami Energy,flex_optimiser,
Grid Edge,flex_optimiser,gridedge.co.uk
Electron,flex_optimiser,electron.net
Advanced Infrastructure,flex_optimiser,advancedinfrastructure.io
Carbon Tracker Initiative,data_vendor,carbontracker.org
Ember,data_vendor,
Energy Institute,data_vendor,
Rho Motion,data_vendor,
Benchmark Mineral Intelligence,data_vendor,benchmarkminerals.com
Project Blue,data_vendor,projectblue.com
Roskill,data_vendor,
Chatham House,data_vendor,
Oxford Institute for Energy Studies,data_vendor,
Thunder Said Energy,data_vendor,
Westwood Global Energy,data_vendor,westwoodenergy.com
Welligence,data_vendor,welligence.com
Kimberlite Research,data_vendor,kimberliteresearch.com
Sproule,data_vendor,sproule.com
Gaffney Cline,data_vendor,
ERCE,data_vendor,erce.energy
RISC Advisory,data_vendor,riscadvisory.com
Netherland Sewell,data_vendor,netherlandsewell.com
Sagil Capital,fund,
Toscafund,fund,toscafund.com
Odey Asset Management,fund,odey.com
Pelham Capital,fund,pelhamcapital.com
Gladstone Capital,fund,gladstonecapital.com
Zadig Asset Management,fund,zadigam.com
Bodenholm Capital,fund,
Kuvari Partners,fund,
Naya Capital,fund,
Palliser Capital,fund,pallisercap.com
Metacapital,fund,metacapital.com
Tresidor Investment Management,fund,
Melqart Asset Management,fund,melqart.com
Ilex Capital,fund,ilexcapital.com
Portsea Asset Management,fund,
Ako Capital,fund,akocapital.com
Steadview Capital,fund,
Coltrane Asset Management,fund,
Glazer Capital,fund,glazercapital.com
Vanda Insight,fund,vandainsights.com
Nordkinn Asset Management,fund,nordkinnam.com
Ospraie Management,fund,
Goldenwood Capital,fund,goldenwoodcapital.com
Taula Capital,fund,taulacapital.com
Bracebridge Capital,fund,bracebridgecapital.com
Garda Capital Partners,fund,
Symmetry Investments,fund,symmetryinvestments.com
Whitebox Advisors,fund,whiteboxadvisors.com
Anson Funds,fund,ansonfunds.com
Pertento Partners,fund,pertento.com
Frontier Road,fund,
Ilmarinen,fund,ilmarinen.fi
Kayne Anderson,fund,kaynecapital.com
Riverstone Holdings,fund,
Quantum Capital Group,fund,quantumcap.com
NGP Energy Capital,fund,ngpenergycapital.com
EnCap Investments,fund,encapinvestments.com
Tailwater Capital,fund,tailwatercapital.com
Bluewater Energy,fund,
Buckthorn Partners,fund,buckthornpartners.com
Ofwat,regulator,
Department for Energy Security and Net Zero,regulator,
Climate Change Committee,regulator,theccc.org.uk
Crown Estate,regulator,thecrownestate.co.uk
Crown Estate Scotland,regulator,crownestatescotland.com
Offshore Petroleum Regulator,regulator,nstauthority.co.uk
Prudential Regulation Authority,regulator,
Payment Systems Regulator,regulator,
Pensions Regulator,regulator,thepensionsregulator.gov.uk
UK Infrastructure Bank,regulator,
Great British Energy,regulator,gbe.gov.uk
Golar LNG,lng,golarlng.com
Flex LNG,lng,flexlng.com
Awilco LNG,lng,
Dynagas,lng,
GasLog,lng,gaslogltd.com
Capital Gas,lng,
Nakilat,lng,nakilat.com
Knutsen,lng,knutsenoas.com
NYK Line,lng,nyk.com
Mitsui OSK Lines,lng,
Kawasaki Kisen,lng,
Delfin Midstream,lng,delfinlng.com
Glenfarne Energy Transition,lng,glenfarnegroup.com
Commonwealth LNG,lng,
Alcoa,metals,alcoa.com
Norsk Hydro,metals,hydro.com
Aurubis,metals,aurubis.com
Boliden,metals,boliden.com
Nyrstar,metals,nyrstar.com
Umicore,metals,umicore.com
Sibanye Stillwater,metals,sibanyestillwater.com
Impala Platinum,metals,implats.co.za
Northam Platinum,metals,northam.co.za
Gold Fields,metals,
AngloGold Ashanti,metals,anglogoldashanti.com
Harmony Gold,metals,harmony.co.za
Barrick,metals,barrick.com
Newmont,metals,newmont.com
Kinross Gold,metals,
Agnico Eagle,metals,agnicoeagle.com
Teck Resources,metals,teck.com
First Quantum Minerals,metals,first-quantum.com
Lundin Mining,metals,lundinmining.com
Hudbay Minerals,metals,hudbayminerals.com
Eramet,metals,eramet.com
Nornickel,metals,nornickel.com
Codelco,metals,codelco.com
Southern Copper,metals,
Grupo Mexico,metals,gmexico.com
Nexa Resources,metals,
Ivanhoe Mines,metals,ivanhoemines.com
Bunge Loders Croklaan,softs,bungeloders.com
Golden Agri-Resources,softs,goldenagri.com.sg
Musim Mas,softs,musimmas.com
Apical Group,softs,apicalgroup.com
Fuji Oil,softs,
AAK,softs,aak.com
Blommer Chocolate,softs,
Guan Chong,softs,
JB Cocoa,softs,jbcocoa.com
Agrocorp International,softs,agrocorp.com.sg
GrainCorp,softs,graincorp.com.au
CHS Inc,softs,chsinc.com
Andersons,softs,andersonsinc.com
Ceres Global Ag,softs,
Comexim,softs,comexim.com.br
Nedcoffee,softs,
Ipanema Coffee,softs,ipanemacoffees.com.br
Al Ghurair Resources,softs,
Solaris Commodities,softs,
Vicentin,softs,vicentin.com.ar
Amaggi,softs,amaggi.com.br
SLC Agricola,softs,slcagricola.com.br
Adecoagro,softs,adecoagro.com
Nordzucker,softs,nordzucker.com
Pfeifer and Langen,softs,pfeifer-langen.com
Cristal Union,softs,cristal-union.fr
Raizen,softs,
Copersucar,softs,copersucar.com.br
World Fuel Services,bunkers,wfscorp.com
Bunker One,bunkers,bunker-one.com
GP Global,bunkers,gp-global.com
Alpha Marine Fuels,bunkers,
Vermont Bunkering,bunkers,
Prime Oil and Gas,bunkers,
Aegean Bunkering,bunkers,aegeanbunkering.com
NSI Bunkers,bunkers,
Fratelli Cosulich Bunkers,bunkers,cosulichgroup.com
Ocean Network Express,shipping,one-line.com
Evergreen Marine,shipping,
Yang Ming,shipping,
HMM,shipping,
ZIM,shipping,
Wan Hai Lines,shipping,
Pacific Basin,shipping,
Grindrod Shipping,shipping,
Belships,shipping,belships.com
2020 Bulkers,shipping,2020bulkers.com
Himalaya Shipping,shipping,himalayashipping.com
Okeanis Eco Tankers,shipping,okeanisecotankers.com
Tsakos Energy Navigation,shipping,tenn.gr
Nordic American Tankers,shipping,nat.bm
Performance Shipping,shipping,performanceshipping.com
Imperial Petroleum,shipping,
Dorian LPG,shipping,dorianlpg.com
BW LPG,shipping,bwlpg.com
Avance Gas,shipping,
Epic Gas,shipping,
Navigator Gas,shipping,navigatorgas.com
Exmar,shipping,exmar.be
Stolt-Nielsen,shipping,stolt-nielsen.com
Odfjell,shipping,odfjell.com
Bahri,shipping,bahri.sa
Alcyon Shipping,shipbroker,alcyonshipping.com
Optima Shipping,shipbroker,
Lightship Chartering,shipbroker,
Alibra Shipping,shipbroker,alibrashipping.com
Hartland Shipping,shipbroker,
Genchart,shipbroker,genchart.com
Interunity,shipbroker,interunity.com
Weber Shipbroking,shipbroker,crweber.com
Seascope Shipbroking,shipbroker,seascope.co.uk
Tidewater Shipbrokers,shipbroker,tidewater.co.uk
Northern Shipping,shipbroker,northernshipping.com
Trident Alliance,shipbroker,
ACT Group,carbon,actcommodities.com
Perenia Group,carbon,
Carbon Growth Partners,carbon,carbongrowthpartners.com
Respira International,carbon,respira-international.com
Climate Impact Partners,carbon,climateimpact.com
Anew Climate,carbon,anewclimate.com
Ruubarb,carbon,ruubarb.com
Emergent Forest Finance,carbon,emergentclimate.com
Ecosecurities,carbon,ecosecurities.com
First Climate,carbon,firstclimate.com
Zeromission,carbon,zeromission.se
Sindicatum,carbon,sindicatum.com
Cool Effect,carbon,cooleffect.org
Karbon-X,carbon,karbon-x.com
Rubicon Carbon,carbon,rubiconcarbon.com
Terra Global Capital,carbon,terraglobalcapital.com
Preem,refining,preem.com
Saras,refining,saras.it
Grupa Lotos,refining,
Slovnaft,refining,slovnaft.sk
Bazan Group,refining,bazan.co.il
Star Refinery,refining,
Bharat Petroleum,refining,
Hindustan Petroleum,refining,
Nayara Energy,refining,
Formosa Petrochemical,refining,
GS Caltex,refining,gscaltex.com
S-Oil,refining,s-oil.com
SK Energy,refining,skenergy.com
Idemitsu Kosan,refining,
Eneos,refining,hd.eneos.co.jp
Cosmo Oil,refining,
Petroplan,recruiter,petroplan.com
NES Fircroft,recruiter,nesfircroft.com
Airswift,recruiter,airswift.com
Spencer Ogden,recruiter,spencer-ogden.com
Taylor Hopkinson,recruiter,taylorhopkinson.com
Orion Group,recruiter,orionjobs.com
Brunel,recruiter,brunel.net
Energy Resourcing,recruiter,energyresourcing.com
Astute Technical Recruitment,recruiter,
Rullion,recruiter,rullion.co.uk
Harrington Starr,recruiter,harringtonstarr.com
Phaidon International,recruiter,phaidoninternational.com
Glocomms,recruiter,
LarsonMaddox,recruiter,
Huxley,recruiter,huxley.com
SThree,recruiter,
Marks Sattin,recruiter,markssattin.co.uk
Goodman Masson,recruiter,goodmanmasson.com
Eames Consulting,recruiter,eamesconsulting.com
Bruin Financial,recruiter,bruinfinancial.com
Broadgate Search,recruiter,broadgatesearch.com
Dartmouth Partners,recruiter,dartmouthpartners.com
Circle Square,recruiter,circlesquare.co.uk
Sheffield Haworth,recruiter,sheffieldhaworth.com
Armstrong Craven,recruiter,armstrongcraven.com
Odgers Berndtson,recruiter,odgersberndtson.com
Egon Zehnder,recruiter,egonzehnder.com
Heidrick and Struggles,recruiter,heidrick.com
Spencer Stuart,recruiter,spencerstuart.com
Russell Reynolds Associates,recruiter,russellreynolds.com
Korn Ferry,recruiter,kornferry.com
Private Equity Recruitment,recruiter,
Blackwood Group,recruiter,blackwoodgroup.com
Levin,recruiter,
Coopman Search,recruiter,
Fram Search,recruiter,
Cameron Kennedy,recruiter,cameronkennedy.com
Alexander Ash,recruiter,alexanderash.com
Morgan McKinley,recruiter,morganmckinley.com
Robert Walters,recruiter,
Michael Page,recruiter,michaelpage.co.uk
Hays,recruiter,hays.co.uk
Ambition,recruiter,ambition.co.uk
Whitney Partners,recruiter,whitneypartners.com
Anson McCade,recruiter,ansonmccade.com
Aberforth Partners,fund,aberforth.co.uk
Amati Global Investors,fund,
Ashmore Group,fund,
Aubrey Capital Management,fund,aubreycm.co.uk
Blue Whale Capital,fund,
Castlefield,fund,castlefield.com
Chelverton Asset Management,fund,chelvertonam.com
City of London Investment Group,fund,citlon.com
Dunedin,fund,dunedin.com
Edinburgh Partners,fund,
Evenlode Investment,fund,evenlodeinvestment.com
Findlay Park,fund,findlaypark.com
Guinness Global Investors,fund,guinnessgi.com
Havelock London,fund,havelocklondon.com
Heptagon Capital,fund,heptagon-capital.com
Impax Asset Management,fund,impaxam.com
Independent Franchise Partners,fund,franchisepartners.com
J O Hambro Capital Management,fund,johcm.com
Marlborough,fund,marlboroughgroup.com
Martin Currie,fund,
Montanaro Asset Management,fund,montanaro.co.uk
Morant Wright Management,fund,morantwright.co.uk
Oldfield Partners,fund,oldfieldpartners.com
Orbis Investments,fund,orbis.com
Pacific Asset Management,fund,pacificam.co.uk
Premier Miton,fund,premiermiton.com
Redwheel,fund,redwheel.com
River Global,fund,
Sanlam Investments,fund,
Seilern Investment Management,fund,seilerninvest.com
Silchester International,fund,silchester.com
Somerset Capital Management,fund,
Sparrows Capital,fund,sparrowscapital.com
Stewart Investors,fund,
TT International,fund,
Tellworth Investments,fund,tellworthinvestments.com
Zennor Asset Management,fund,zennorassetmanagement.com
Alliance Trust,fund,alliancetrust.co.uk
Baronsmead,fund,
Fiske,fund,
Hargreaves Lansdown,fund,hl.co.uk
AJ Bell,fund,ajbell.co.uk
Interactive Investor,fund,ii.co.uk
Cazenove Capital,fund,cazenovecapital.com
Kleinwort Hambros,fund,
LGT Wealth Management,fund,lgtwm.com
Arbuthnot Latham,fund,arbuthnotlatham.co.uk
Hampden and Co,fund,hampdenandco.com
C Hoare and Co,fund,hoaresbank.co.uk
Weatherbys Private Bank,fund,weatherbys.bank
Bessemer Trust,fund,bessemertrust.com
Sandaire,fund,
Adelphi Capital,fund,
Algebris Investments,fund,
Alken Asset Management,fund,
Amber Capital,fund,
Aristeia Capital,fund,aristeiacapital.com
Boussard and Gavaudan,fund,
Cairn Capital,fund,
Caius Capital,fund,caiuscapital.com
Carrhae Capital,fund,
Chilton Investment Company,fund,chiltoninvestment.com
Corvex Management,fund,
Cyrus Capital Partners,fund,cyruscapital.com
Emso Asset Management,fund,
Enko Capital,fund,enkocapital.com
Finisterre Capital,fund,finisterrecapital.com
Glen Point Capital,fund,
Highbridge Capital Management,fund,
Horseman Capital Management,fund,
Hosking Partners,fund,hoskingpartners.com
Indus Capital Partners,fund,
Kairos Partners,fund,kairospartners.com
Lodbrok Capital,fund,lodbrokcapital.com
Lombard Odier Investment Managers,fund,lombardodier.com
Lynx Asset Management,fund,lynxhedge.se
Marble Bar Asset Management,fund,mbam.com
Melchior Asset Management,fund,
Mint Tower Capital,fund,minttower.com
North Asset Management,fund,northasset.com
Oxford Asset Management,fund,oxam.com
Pharo Management,fund,
Pictet Asset Management,fund,am.pictet
Polygon Global Partners,fund,
Prosperity Capital Management,fund,
Quantica Capital,fund,quantica-capital.com
Segantii Capital Management,fund,segantii.com
Sloane Robinson,fund,sloanerobinson.com
Stratton Street Capital,fund,
Theleme Partners,fund,thelemepartners.com
Tyrus Capital,fund,tyruscapital.com
Verrazzano Capital,fund,
Willowbridge Associates,fund,willowbridge.com
Zebedee Capital Partners,fund,zebedeecapital.com
Makuria Investment Management,fund,
Nokomis Capital,fund,
Kintbury Capital,fund,kintburycapital.com
Gemsstock,fund,gemsstock.com
Solventis,fund,
Springs Capital,fund,springs-capital.com
Dymon Asia Capital,fund,
Aspex Management,fund,aspexmanagement.com
Fir Tree Partners,fund,
Avenue Capital Group,fund,
Eagle Point Credit,fund,
Barington Capital,fund,baringtoncapital.com
Clareville Capital,fund,clarevillecapital.com
Prana Capital,fund,
Sussex Partners,fund,sussexpartners.com
Mirabella Financial Services,fund,
Waverton Wealth,fund,
Numis Securities,broker,numis.com
Shore Capital,broker,shorecap.co.uk
Singer Capital Markets,broker,singercm.com
Zeus Capital,broker,zeuscapital.co.uk
Cavendish Capital Markets,broker,cavendish.com
SP Angel,broker,spangel.co.uk
Hannam and Partners,broker,hannam.partners
Tamesis Partners,broker,tamesispartners.com
VSA Capital,broker,vsacapital.com
Auctus Advisors,broker,auctusadvisors.co.uk
WH Ireland,broker,whirelandplc.com
Allenby Capital,broker,allenbycapital.com
Cornhill Capital,broker,cornhillcapital.com
Turner Pope,broker,turnerpope.com
Novum Securities,broker,
Oberon Investments,broker,oberoninvestments.com
Dowgate Capital,broker,
Fearnley Securities,broker,fearnleysecurities.com
Pareto Securities,broker,paretosec.com
Arctic Securities,broker,arctic.com
Carnegie Investment Bank,broker,carnegie.se
ABG Sundal Collier,broker,
Sparebank 1 Markets,broker,
Afry Sweden,consultancy,
Ramboll,consultancy,ramboll.com
COWI,consultancy,cowi.com
Sweco,consultancy,sweco.com
Tractebel,consultancy,tractebel-engie.com
Fichtner,consultancy,fichtner.de
K2 Management,consultancy,
Natural Power,consultancy,naturalpower.com
Wood Thilsted,consultancy,woodthilsted.com
Empire Engineering,consultancy,empireengineering.co.uk
BVG Associates,consultancy,bvgassociates.com
Cornwall Insight Australia,consultancy,cornwall-insight.com.au
Frontier Economics Australia,consultancy,frontier-economics.com.au
Economic Consulting Associates,consultancy,eca-uk.com
Pöyry Energy,consultancy,
Energy Edge,consultancy,energyedge.com
Timera Energy Advisory,consultancy,
Cambridge Econometrics,consultancy,camecon.com
Element Energy,consultancy,
Ricardo Energy and Environment,consultancy,
Eunomia,consultancy,eunomia.eco
Carbon Limiting Technologies,consultancy,
Sia Partners,consultancy,sia-partners.com
Baringa Australia,consultancy,
Systemiq,consultancy,systemiq.earth
Energy Transitions Commission,consultancy,
Rocky Mountain Institute,consultancy,
Agora Energiewende,consultancy,agora-energiewende.de
Bruegel,consultancy,
E3G,consultancy,e3g.org
Green Alliance,consultancy,green-alliance.org.uk
Aurora Insight,data_vendor,auroraer.co.uk
Modo Energy Research,data_vendor,modo.energy
LCP Enact,data_vendor,
Elexonhub,data_vendor,
Energy Exemplar,data_vendor,energyexemplar.com
PLEXOS,data_vendor,plexos.com
Artelys,data_vendor,artelys.com
Energy Aspects Research,data_vendor,
Vortexa Analytics,data_vendor,
Kayrros Energy,data_vendor,kayrros.co.uk
OilPrice,data_vendor,oilprice.com
Petroleum Economist,data_vendor,pemedianetwork.com
Upstream Online,data_vendor,upstreamonline.com
TradeWinds,data_vendor,tradewindsnews.com
Lloyds List Intelligence,data_vendor,lloydslistintelligence.com
Drewry Maritime,data_vendor,
Maritime Strategies International,data_vendor,msiltd.com
VesselsValue,data_vendor,vesselsvalue.com
Windward,data_vendor,windward.ai
Sea Intelligence,data_vendor,sea-intelligence.com
Xeneta,data_vendor,xeneta.com
Freightos,data_vendor,freightos.com
Baltic Exchange,exchange,balticexchange.com
Statkraft Markets,power_gas,statkraft.de
Alpiq Trading,power_gas,
Axpo UK,power_gas,
MVV Trading,power_gas,mvv.de
EWE Trading,power_gas,ewe.com
Trianel,power_gas,trianel.com
Energie Baden,power_gas,enbw.de
Vattenfall Energy Trading,power_gas,vattenfall.de
Fortum Trading,power_gas,
Neas Energy,power_gas,neas.com
Centrica Energy Trading,power_gas,centricaenergytrading.com
In Commodities Denmark,power_gas,
Optimax Energy,flex_optimiser,optimax-energy.de
Next Kraftwerke,flex_optimiser,next-kraftwerke.com
Sonnen,flex_optimiser,sonnen.de
Tiko Energy,flex_optimiser,tiko.energy
Voltus,flex_optimiser,voltus.co
Stem Inc,flex_optimiser,stem.com
Fluence Energy,flex_optimiser,fluenceenergy.com
Wartsila Energy Storage,flex_optimiser,
Sungrow,flex_optimiser,sungrowpower.com
Trina Storage,flex_optimiser,
Tesla Energy,flex_optimiser,
Nidec ASI,flex_optimiser,nidec-industrial.com
Hitachi Energy,flex_optimiser,hitachienergy.com
Siemens Energy,flex_optimiser,siemens-energy.com
Schneider Electric,flex_optimiser,
Quantlab,prop_mm,
Tradebot Systems,prop_mm,tradebot.com
Hard Eight Trading,prop_mm,
Aquatic Capital Management,prop_mm,aquatic.com
Voleon Group,prop_mm,voleon.com
Engineers Gate,prop_mm,engineersgate.com
PDT Partners,prop_mm,pdtpartners.com
Walleye Capital,prop_mm,walleyecapital.com
Element Capital Management,fund,elementcapital.com
Alphadyne Asset Management,fund,
Graticule Asset Management,fund,
Kirkoswald Asset Management,fund,kirkoswald.com
Haidar Capital Management,fund,haidarcapital.com
Discovery Capital Management,fund,
Freestone Grove Partners,fund,freestonegrove.com
Transtrend,fund,transtrend.com
Campbell and Company,fund,campbell.com
Millburn Ridgefield,fund,millburn.com
Chesapeake Capital,fund,chesapeakecapital.com
Mulvaney Capital Management,fund,mulvaneycapital.com
Dunn Capital Management,fund,dunncapital.com
Crabel Capital Management,fund,crabel.com
Welton Investment Partners,fund,welton.com
ISAM,fund,isam.com
Estlander and Partners,fund,estlanderpartners.com
Progressive Capital Partners,fund,progressivecapital.com
RPM Risk and Portfolio Management,fund,rpm.se
Sunrise Capital Partners,fund,sunrisecapital.com
Abraham Trading Company,fund,
Graham Capital Management,fund,grahamcapital.com
Bridgewater Europe,fund,
Acadian Asset Management,fund,acadian-asset.com
Arrowstreet Capital,fund,arrowstreetcapital.com
Numeric Investors,fund,
Analytic Investors,fund,analyticinvestors.com
Los Angeles Capital,fund,lacapm.com
Intech Investment Management,fund,intechinvestments.com
Parametric Portfolio,fund,
Dimensional Fund Advisors,fund,dimensional.com
Research Affiliates,fund,researchaffiliates.com
GMO,fund,gmo.com
Bernstein Private Wealth,fund,bernstein.com
AllianceBernstein,fund,alliancebernstein.com
Lazard Asset Management,fund,lazardassetmanagement.com
Brandywine Global,fund,brandywineglobal.com
Western Asset Management,fund,westernasset.com
Barings,fund,barings.com
MetLife Investment Management,fund,metlife.com
Principal Asset Management,fund,principalam.com
Nuveen,fund,nuveen.com
TIAA,fund,
Voya Investment Management,fund,voyainvestments.com
Guggenheim Investments,fund,
Angel Oak Capital,fund,angeloakcapital.com
Marathon Asset Management US,fund,marathonfund.com
Beach Point Capital,fund,
Ellington Management,fund,ellington.com
Bardin Hill,fund,
Redwood Capital Management,fund,redwoodcap.com
Contrarian Capital,fund,contrariancapital.com
Aurelius Capital,fund,aureliuscapital.com
Monarch Alternative Capital,fund,monarchlp.com
Owl Creek Asset Management,fund,owlcreeklp.com
Sachem Head Capital,fund,sachemhead.com
Trian Partners,fund,trianpartners.com
ValueAct Capital,fund,valueact.com
Starboard Value,fund,starboardvalue.com
Engine Capital,fund,enginecap.com
Irenic Capital,fund,ireniccapital.com
Bluebell Capital Partners,fund,bluebellpartners.com
Cevian Capital,fund,cevian.com
Petrus Advisers,fund,petrusadvisers.com
Teleios Capital Partners,fund,teleioscapital.com
Amber Infrastructure Group,fund,amberinfra.com
Coast Capital,fund,
Gatemore Capital,fund,gatemore.com
Crystal Amber,fund,crystalamber.com
Harwood Capital,fund,harwoodcapital.co.uk
Chelverton Equity Partners,fund,
Downing Strategic,fund,
Rockwood Strategic,fund,
Palm Harbour Capital,fund,palmharbourcapital.com
Sarasin Alpha,fund,
Chubb,insurance,chubb.com
AIG,insurance,aig.com
Zurich Insurance,insurance,zurich.com
Allianz Commercial,insurance,allianz.com
AXA XL,insurance,axaxl.com
Berkshire Hathaway Specialty,insurance,bhspecialty.com
Sompo International,insurance,sompo-intl.com
Tokio Marine Kiln,insurance,
QBE,insurance,
RSA Insurance,insurance,
Liberty Specialty Markets,insurance,libertyspecialtymarkets.com
Everest Insurance,insurance,everestglobal.com
Arch Insurance,insurance,archinsurance.com
Markel International,insurance,markel.com
Starr Insurance,insurance,starrcompanies.com
Argo Group,insurance,argogroup.com
Hamilton Insurance,insurance,hamiltongroup.com
Aegis London,insurance,aegislondon.co.uk
Ark Insurance,insurance,arkunderwriting.com
Dale Underwriting Partners,insurance,daleuw.com
Apollo Underwriting,insurance,
Atrium Underwriters,insurance,atrium-uw.com
Beat Capital Partners,insurance,
Blenheim Underwriting,insurance,blenheimunderwriting.com
CFC Underwriting,insurance,cfcunderwriting.com
Nexus Underwriting,insurance,nexusunderwriting.com
Pen Underwriting,insurance,penunderwriting.com
Rokstone Underwriting,insurance,
Lloyds of London,insurance,
Singapore Exchange,exchange,sgx.com
Hong Kong Exchanges,exchange,
Japan Exchange Group,exchange,
ASX,exchange,asx.com.au
TMX Group,exchange,tmx.com
B3 Brasil Bolsa,exchange,b3.com.br
