name,category,domain
Circle Square,recruiter,circlesquare.co.uk
Blackwood Group,recruiter,blackwoodgroup.com
Coopman Search,recruiter,
Castlefield,fund,castlefield.com
Dartmouth Partners,recruiter,dartmouthpartners.com
Armstrong Craven,recruiter,armstrongcraven.com
Alexander Ash,recruiter,alexanderash.com
Amati Global Investors,fund,
Ashmore Group,fund,
Heidrick and Struggles,recruiter,heidrick.com
Anson McCade,recruiter,ansonmccade.com
Private Equity Recruitment,recruiter,
Whitney Partners,recruiter,whitneypartners.com
Marlborough,fund,marlboroughgroup.com
Russell Reynolds Associates,recruiter,russellreynolds.com
Findlay Park,fund,findlaypark.com
Heptagon Capital,fund,heptagon-capital.com
Redwheel,fund,redwheel.com
Evenlode Investment,fund,evenlodeinvestment.com
Aberforth Partners,fund,aberforth.co.uk
Montanaro Asset Management,fund,montanaro.co.uk
Martin Currie,fund,
Aubrey Capital Management,fund,aubreycm.co.uk
Havelock London,fund,havelocklondon.com
City of London Investment Group,fund,citlon.com
Oldfield Partners,fund,oldfieldpartners.com
Chelverton Asset Management,fund,chelvertonam.com
Independent Franchise Partners,fund,franchisepartners.com
Orbis Investments,fund,orbis.com
Sanlam Investments,fund,
Silchester International,fund,silchester.com
Fiske,fund,
Stewart Investors,fund,
J O Hambro Capital Management,fund,johcm.com
Baronsmead,fund,
Impax Asset Management,fund,impaxam.com
River Global,fund,
Guinness Global Investors,fund,guinnessgi.com
Morant Wright Management,fund,morantwright.co.uk
Sparrows Capital,fund,sparrowscapital.com
Somerset Capital Management,fund,
Zennor Asset Management,fund,zennorassetmanagement.com
Premier Miton,fund,premiermiton.com
Sandaire,fund,
TT International,fund,
Hargreaves Lansdown,fund,hl.co.uk
Tellworth Investments,fund,tellworthinvestments.com
Kleinwort Hambros,fund,
Hampden and Co,fund,hampdenandco.com
Arbuthnot Latham,fund,arbuthnotlatham.co.uk
Weatherbys Private Bank,fund,weatherbys.bank
Bessemer Trust,fund,bessemertrust.com
LGT Wealth Management,fund,lgtwm.com
Aristeia Capital,fund,aristeiacapital.com
Cazenove Capital,fund,cazenovecapital.com
Boussard and Gavaudan,fund,
Corvex Management,fund,
Carrhae Capital,fund,
Algebris Investments,fund,
Caius Capital,fund,caiuscapital.com
Emso Asset Management,fund,
Alken Asset Management,fund,
Interactive Investor,fund,ii.co.uk
Glen Point Capital,fund,
Cairn Capital,fund,
Chilton Investment Company,fund,chiltoninvestment.com
Enko Capital,fund,enkocapital.com
Highbridge Capital Management,fund,
Indus Capital Partners,fund,
Cyrus Capital Partners,fund,cyruscapital.com
Melchior Asset Management,fund,
Horseman Capital Management,fund,
Hosking Partners,fund,hoskingpartners.com
Gemsstock,fund,gemsstock.com
Pictet Asset Management,fund,am.pictet
Sloane Robinson,fund,sloanerobinson.com
Lodbrok Capital,fund,lodbrokcapital.com
Oxford Asset Management,fund,oxam.com
Solventis,fund,
Lombard Odier Investment Managers,fund,lombardodier.com
Stratton Street Capital,fund,
Polygon Global Partners,fund,
Segantii Capital Management,fund,segantii.com
Theleme Partners,fund,thelemepartners.com
Tyrus Capital,fund,tyruscapital.com
Verrazzano Capital,fund,
Mint Tower Capital,fund,minttower.com
Willowbridge Associates,fund,willowbridge.com
Nokomis Capital,fund,
Kintbury Capital,fund,kintburycapital.com
Makuria Investment Management,fund,
Springs Capital,fund,springs-capital.com
Fir Tree Partners,fund,
SP Angel,broker,spangel.co.uk
Aspex Management,fund,aspexmanagement.com
Avenue Capital Group,fund,
Dymon Asia Capital,fund,
Barington Capital,fund,baringtoncapital.com
Numis Securities,broker,numis.com
Sussex Partners,fund,sussexpartners.com
Waverton Wealth,fund,
Cavendish Capital Markets,broker,cavendish.com
Clareville Capital,fund,clarevillecapital.com
Mirabella Financial Services,fund,
Zeus Capital,broker,zeuscapital.co.uk
Ramboll,consultancy,ramboll.com
Allenby Capital,broker,allenbycapital.com
Auctus Advisors,broker,auctusadvisors.co.uk
Singer Capital Markets,broker,singercm.com
COWI,consultancy,cowi.com
Shore Capital,broker,shorecap.co.uk
Sweco,consultancy,sweco.com
Oberon Investments,broker,oberoninvestments.com
WH Ireland,broker,whirelandplc.com
Cornhill Capital,broker,cornhillcapital.com
Fichtner,consultancy,fichtner.de
Turner Pope,broker,turnerpope.com
Tamesis Partners,broker,tamesispartners.com
Hannam and Partners,broker,hannam.partners
ABG Sundal Collier,broker,
Sparebank 1 Markets,broker,
Dowgate Capital,broker,
K2 Management,consultancy,
Fearnley Securities,broker,fearnleysecurities.com
Prana Capital,fund,
Eunomia,consultancy,eunomia.eco
Pöyry Energy,consultancy,
Arctic Securities,broker,arctic.com
Bruegel,consultancy,
Natural Power,consultancy,naturalpower.com
Energy Edge,consultancy,energyedge.com
Ricardo Energy and Environment,consultancy,
BVG Associates,consultancy,bvgassociates.com
Artelys,data_vendor,artelys.com
Elexonhub,data_vendor,
OilPrice,data_vendor,oilprice.com
Cornwall Insight Australia,consultancy,cornwall-insight.com.au
Empire Engineering,consultancy,empireengineering.co.uk
Timera Energy Advisory,consultancy,
Cambridge Econometrics,consultancy,camecon.com
Energy Transitions Commission,consultancy,
VesselsValue,data_vendor,vesselsvalue.com
PLEXOS,data_vendor,plexos.com
Frontier Economics Australia,consultancy,frontier-economics.com.au
Windward,data_vendor,windward.ai
Freightos,data_vendor,freightos.com
Trianel,power_gas,trianel.com
Economic Consulting Associates,consultancy,eca-uk.com
Vortexa Analytics,data_vendor,
LCP Enact,data_vendor,
Rocky Mountain Institute,consultancy,
Kayrros Energy,data_vendor,kayrros.co.uk
Upstream Online,data_vendor,upstreamonline.com
Drewry Maritime,data_vendor,
Sonnen,flex_optimiser,sonnen.de
TradeWinds,data_vendor,tradewindsnews.com
Sea Intelligence,data_vendor,sea-intelligence.com
Energy Aspects Research,data_vendor,
Energy Exemplar,data_vendor,energyexemplar.com
In Commodities Denmark,power_gas,
Petroleum Economist,data_vendor,pemedianetwork.com
Baltic Exchange,exchange,balticexchange.com
Axpo UK,power_gas,
MVV Trading,power_gas,mvv.de
Statkraft Markets,power_gas,statkraft.de
Alpiq Trading,power_gas,
Tiko Energy,flex_optimiser,tiko.energy
Optimax Energy,flex_optimiser,optimax-energy.de
EWE Trading,power_gas,ewe.com
Quantlab,prop_mm,
Maritime Strategies International,data_vendor,msiltd.com
Fortum Trading,power_gas,
Centrica Energy Trading,power_gas,centricaenergytrading.com
Wartsila Energy Storage,flex_optimiser,
Energie Baden,power_gas,enbw.de
Trina Storage,flex_optimiser,
Tesla Energy,flex_optimiser,
Transtrend,fund,transtrend.com
Neas Energy,power_gas,neas.com
Siemens Energy,flex_optimiser,siemens-energy.com
Fluence Energy,flex_optimiser,fluenceenergy.com
Walleye Capital,prop_mm,walleyecapital.com
Hard Eight Trading,prop_mm,
Tradebot Systems,prop_mm,tradebot.com
Hitachi Energy,flex_optimiser,hitachienergy.com
Sungrow,flex_optimiser,sungrowpower.com
Discovery Capital Management,fund,
Campbell and Company,fund,campbell.com
Alphadyne Asset Management,fund,
Millburn Ridgefield,fund,millburn.com
Kirkoswald Asset Management,fund,kirkoswald.com
Graticule Asset Management,fund,
Welton Investment Partners,fund,welton.com
Chesapeake Capital,fund,chesapeakecapital.com
AllianceBernstein,fund,alliancebernstein.com
Abraham Trading Company,fund,
Haidar Capital Management,fund,haidarcapital.com
Progressive Capital Partners,fund,progressivecapital.com
Barings,fund,barings.com
Arrowstreet Capital,fund,arrowstreetcapital.com
Estlander and Partners,fund,estlanderpartners.com
Analytic Investors,fund,analyticinvestors.com
Freestone Grove Partners,fund,freestonegrove.com
Intech Investment Management,fund,intechinvestments.com
Bridgewater Europe,fund,
Nuveen,fund,nuveen.com
TIAA,fund,
Los Angeles Capital,fund,lacapm.com
Lazard Asset Management,fund,lazardassetmanagement.com
Acadian Asset Management,fund,acadian-asset.com
Western Asset Management,fund,westernasset.com
Research Affiliates,fund,researchaffiliates.com
Angel Oak Capital,fund,angeloakcapital.com
Brandywine Global,fund,brandywineglobal.com
Mulvaney Capital Management,fund,mulvaneycapital.com
Parametric Portfolio,fund,
Beach Point Capital,fund,
Principal Asset Management,fund,principalam.com
Guggenheim Investments,fund,
Bernstein Private Wealth,fund,bernstein.com
Ellington Management,fund,ellington.com
Bardin Hill,fund,
Starboard Value,fund,starboardvalue.com
Trian Partners,fund,trianpartners.com
Contrarian Capital,fund,contrariancapital.com
Crystal Amber,fund,crystalamber.com
Cevian Capital,fund,cevian.com
Harwood Capital,fund,harwoodcapital.co.uk
ValueAct Capital,fund,valueact.com
Chubb,insurance,chubb.com
AIG,insurance,aig.com
Irenic Capital,fund,ireniccapital.com
Redwood Capital Management,fund,redwoodcap.com
Petrus Advisers,fund,petrusadvisers.com
Owl Creek Asset Management,fund,owlcreeklp.com
Gatemore Capital,fund,gatemore.com
Downing Strategic,fund,
Bluebell Capital Partners,fund,bluebellpartners.com
Sachem Head Capital,fund,sachemhead.com
Monarch Alternative Capital,fund,monarchlp.com
QBE,insurance,
Sarasin Alpha,fund,
Chelverton Equity Partners,fund,
Rockwood Strategic,fund,
Teleios Capital Partners,fund,teleioscapital.com
Palm Harbour Capital,fund,palmharbourcapital.com
Zurich Insurance,insurance,zurich.com
AXA XL,insurance,axaxl.com
Allianz Commercial,insurance,allianz.com
RSA Insurance,insurance,
Tokio Marine Kiln,insurance,
ASX,exchange,asx.com.au
Tadawul,exchange,
Beat Capital Partners,insurance,
Berkshire Hathaway Specialty,insurance,bhspecialty.com
Blenheim Underwriting,insurance,blenheimunderwriting.com
Lloyds of London,insurance,
Rokstone Underwriting,insurance,
Hong Kong Exchanges,exchange,
Borsa Istanbul,exchange,borsaistanbul.com
Abu Dhabi Securities Exchange,exchange,adx.ae
Multi Commodity Exchange India,exchange,
Dubai Gold and Commodities Exchange,exchange,
Eurex,exchange,eurex.com
Qatar Stock Exchange,exchange,qe.com.qa
Dalian Commodity Exchange,exchange,
Dale Underwriting Partners,insurance,daleuw.com
Zhengzhou Commodity Exchange,exchange,
Bursa Malaysia,exchange,
Shanghai Futures Exchange,exchange,
B3 Brasil Bolsa,exchange,b3.com.br
Dealogic,exchange,dealogic.com
Itiviti,exchange,
Singapore Exchange,exchange,sgx.com
OCC Clearing,exchange,
PitchBook,data_vendor,
Ipreo,exchange,
Fidessa,exchange,fidessa.com
CME Clearing Europe,exchange,
Redington,data_vendor,redington.co.uk
HFR,data_vendor,
Cardano,data_vendor,
Trading Technologies International,exchange,
BASF,trading_house,basf.com
eVestment,data_vendor,evestment.com
LyondellBasell,trading_house,lyondellbasell.com
Cboe Clear Europe,exchange,cboeclear.com
Dow,trading_house,
Nasdaq Clearing,exchange,
Albourne Partners,data_vendor,albourne.com
Oslo Bors,exchange,euronext.com/en/markets/oslo
SABIC,trading_house,sabic.com
Aon Investments,data_vendor,aon.com/investments
Trinseo,trading_house,trinseo.com
Refinitiv Eikon,exchange,eikon.refinitiv.com
Covestro,trading_house,covestro.com
Mercer Investments,data_vendor,mercer.com
Nouryon,trading_house,nouryon.com
Solvay,trading_house,solvay.com
Clariant,trading_house,clariant.com
Elementis,trading_house,elementis.com
Evonik,trading_house,evonik.com
Brenntag,trading_house,brenntag.com
Borealis,trading_house,borealisgroup.com
Synthomer,trading_house,synthomer.com
Barnett Waddingham,data_vendor,barnett-waddingham.co.uk
ICE Clear Europe,exchange,theice.com/clear-europe
Arkema,trading_house,arkema.com
Azelis,trading_house,azelis.com
Bloomberg Terminal Services,exchange,
Johannesburg Stock Exchange,exchange,jse.co.za
XPS Pensions,data_vendor,xpsgroup.com
IMCD,trading_house,imcdgroup.com
Afreximbank,bank,
Muntajat,trading_house,
Nedbank,bank,nedbank.co.za
Croda International,trading_house,croda.com
Wacker Chemie,trading_house,wacker.com
Mashreq,bank,mashreq.com
Vinmar International,trading_house,vinmar.com
Ecobank,bank,ecobank.com
Van Lanschot Kempen,fund,vanlanschotkempen.com
Mitsubishi Chemical,trading_house,
Univar Solutions,trading_house,
With Intelligence,data_vendor,withintelligence.com
Zenith Bank,bank,
Eastman Chemical,trading_house,eastman.com
Sodrugestvo,softs,sodrugestvo.com
Helm AG,trading_house,helmag.com
Arab Bank,bank,arabbank.com
Habib Bank,bank,
Trade and Development Bank,bank,tdbgroup.org
Banque Misr,bank,banquemisr.com
Bank Muscat,bank,bankmuscat.com
BRED Banque Populaire,bank,bred.fr
Lansing Trade Group,softs,
Ahli United Bank,bank,
Ridley Corporation,softs,ridley.com.au
Intertek,softs,intertek.com
Zen-Noh Grain,softs,zengrain.com
Perdue Agribusiness,softs,perdueagribusiness.com
Seaboard Corporation,softs,
Agrofert,softs,agrofert.cz
Volcafe Specialty,softs,volcafespecialty.com
Banque de Commerce et de Placements,bank,bcp-bank.com
Export Trading Group,softs,
Inspectorate,metals,
Attijariwafa Bank,bank,
Sucden Coffee,softs,
Olam Food Ingredients,softs,
Mercon Coffee,softs,mercon.com
Louis Dreyfus Coffee,softs,
Saybolt,refining,
Cotecna,softs,cotecna.com
Baltic Control,softs,balticcontrol.com
Astarta Holding,softs,
Amspec,refining,amspecgroup.com
Cofco Agri,softs,
Neumann Kaffee Gruppe,softs,nkg.net
Hashdex,crypto,hashdex.com
DEMB Trading,softs,
Valour,crypto,valour.com
Camin Cargo Control,refining,
Chainlink Labs,crypto,chainlinklabs.com
Hidden Road Partners,crypto,
Maven 11,crypto,maven11.com
VPS Veritas Petroleum,refining,v-p-s.com
Gerald Metals,metals,
Viswa Group,refining,
Valcambi,metals,
Metalor,metals,metalor.com
Deribit Europe,crypto,deribit.eu
Bitstamp Europe,crypto,
Greenfield Capital,crypto,greenfield.xyz
Aave Companies,crypto,aave.com
Bitwise Asset Management,crypto,bitwiseinvestments.com
Fabric Ventures,crypto,fabric.vc
PAMP,metals,
Trafigura Metals,metals,
Britannia Refined Metals,metals,
Argor-Heraeus,metals,
Amalgamated Metal Corporation,metals,amcgroup.com
Rontec,refining,
Traxys Europe,metals,
Red Kite Capital,metals,
Sucden Financial Metals,broker,sucfin.com
Olleco,refining,olleco.co.uk
Heraeus Precious Metals,metals,heraeus-precious-metals.com
Applegreen,refining,applegreenstores.com
Concord Resources Metals,metals,
Velocys,refining,velocys.com
Perth Mint,metals,perthmint.com
Prax Petroleum,refining,prax.com
Asahi Refining,metals,asahirefining.com
Galena Asset Management,metals,galena-invest.com
Verbio,refining,verbio.de
Certas Energy,refining,certasenergy.co.uk
Motor Fuel Group,refining,motorfuelgroup.com
EG Group,refining,eg-group.com
CEER,regulator,ceer.eu
Lignetics,softs,lignetics.com
Valero UK,refining,valero.co.uk
ENTSOG,regulator,entsog.eu
ACER,regulator,acer.europa.eu
Q8 Kuwait Petroleum,refining,q8.com
ARERA,regulator,arera.it
Baird and Co Refinery,metals,bairdmint.com
Convert Energy,refining,convertenergy.co.uk
Vertex Bioenergy,refining,
Argent Energy,refining,argentenergy.com
Bundesnetzagentur,regulator,bundesnetzagentur.de
Puma Energy UK,refining,
EBRD,regulator,
IRENA,regulator,
CNMC,regulator,cnmc.es
Graanul Invest,softs,graanulinvest.com
50Hertz,power_gas,50hertz.com
TransnetBW,power_gas,transnetbw.de
ENTSO-E,regulator,entsoe.eu
Clariant Sunliquid,refining,
Phillips 66 Limited,refining,phillips66.co.uk
Swissgrid,power_gas,swissgrid.ch
Energinet,power_gas,energinet.dk
Green Fuels,refining,greenfuels.co.uk
Statnett,power_gas,statnett.no
TenneT,power_gas,
Nova Pangaea Technologies,refining,novapangaea.com
Terna,power_gas,
CEPS,power_gas,ceps.cz
Drax Biomass,softs,draxbiomass.com
Energy Charter Secretariat,regulator,
Transelectrica,power_gas,transelectrica.ro
Energy Community Secretariat,regulator,
OPEC Secretariat,regulator,
EirGrid,power_gas,eirgrid.ie
MAVIR,power_gas,mavir.hu
E-Control,regulator,e-control.at
Elering,power_gas,elering.ee
RTE France,power_gas,rte-france.com
Elia Group,power_gas,
Landsnet,power_gas,landsnet.is
Snam,power_gas,
Commission de Regulation de lEnergie,regulator,cre.fr
Terega,power_gas,
Creos,power_gas,
Gascade,power_gas,gascade.de
Enagas,power_gas,
ONTRAS,power_gas,ontras.com
European Investment Bank,regulator,eib.org
GRTgaz,power_gas,
SEPS Slovakia,power_gas,
Botas,power_gas,
Bulgartransgaz,power_gas,
Transgaz,power_gas,transgaz.ro
Red Electrica,power_gas,ree.es
DESFA,power_gas,
Net4Gas,power_gas,net4gas.cz
FGSZ,power_gas,fgsz.hu
ELES Slovenia,power_gas,eles.si
Plinacro,power_gas,plinacro.hr
Eustream,power_gas,eustream.sk
HOPS Croatia,power_gas,hops.hr
Fluxys,power_gas,fluxys.com
PSE Polska,power_gas,pse.pl
Xlinks,power_gas,xlinks.co
Gaz-System,power_gas,gaz-system.pl
IPTO Greece,power_gas,
Gas Networks Ireland,power_gas,gasnetworks.ie
Aquind,power_gas,aquind.co.uk
NeuConnect,power_gas,neuconnect-interconnector.com
Baltic Connector,power_gas,
IFA Interconnexion,power_gas,
Greenlink Interconnector,power_gas,greenlink.ie
Viking Link,power_gas,
A2A,power_gas,a2a.eu
Endesa,power_gas,endesa.com
Augstsprieguma tikls,power_gas,ast.lv
EDF Group,power_gas,edf.fr
Interconnector UK,power_gas,
Svenska kraftnat,power_gas,svk.se
Sorgenia,power_gas,sorgenia.it
Acea,power_gas,acea.it
Edison,power_gas,edison.it
Gasgrid Finland,power_gas,gasgrid.fi
Enel Global Trading,power_gas,enel.it
Iberdrola Energia,power_gas,
Iren,power_gas,gruppoiren.it
Repower,power_gas,repower.com
EDP Energias de Portugal,power_gas,edp.com
Nordion Energi,power_gas,nordionenergi.se
EVN,power_gas,evn.at
Naturgy Energy Group,power_gas,naturgy.es
Engie France,power_gas,engie.fr
Tiwag,power_gas,tiwag.at
Energa,power_gas,energa.pl
Galp Power,power_gas,galp.pt
Tauron,power_gas,tauron.pl
Enea,power_gas,enea.pl
Hidroelectrica,power_gas,
Nuclearelectrica,power_gas,nuclearelectrica.ro
Sea-Change Green Link,power_gas,seachange.energy
Romande Energie,power_gas,romande-energie.ch
IWB Basel,power_gas,iwb.ch
BKW Energie,power_gas,bkw.ch
CEZ Trading,power_gas,
Mytilineos,power_gas,
EWZ Zurich,power_gas,ewz.ch
Wien Energie,power_gas,wienenergie.at
Salzburg AG,power_gas,salzburg-ag.at
LEAG,power_gas,leag.de
OMV Petrom,power_gas,omvpetrom.com
Elpedison,power_gas,
EnviaM,power_gas,enviam.de
Steag,power_gas,steag.com
PGE Polska Grupa,power_gas,
Lechwerke,power_gas,
Energie Steiermark,power_gas,e-steiermark.com
Illwerke VKW,power_gas,illwerkevkw.at
HEP Croatia,power_gas,hep.hr
Badenova,power_gas,badenova.de
Thuga,power_gas,
MVM Group,power_gas,mvm.hu
Petrol Slovenia,power_gas,petrol.eu
Orlen Energia,power_gas,
GEN-I,power_gas,gen-i.si
N-Ergie,power_gas,n-ergie.de
E.ON Energy Markets,power_gas,
Enovos,power_gas,enovos.lu
Getec,power_gas,getec.de
RheinEnergie,power_gas,rheinenergie.com
Holding Slovenske Elektrarne,power_gas,
Essent,power_gas,essent.nl
Lampiris,power_gas,
Enel Romania,power_gas,
Elektrilevi,power_gas,elektrilevi.ee
Latvenergo,power_gas,latvenergo.lv
Verbund Trading,power_gas,verbund.at
Motor Oil Renewable Energy,power_gas,moh.gr/en
Norlys,power_gas,norlys.dk
Uniper Energy Trading,power_gas,
TechnipFMC,major,
Halliburton,major,halliburton.com
BKK,power_gas,bkk.no
Weatherford,major,
NOV,major,nov.com
Saipem,major,saipem.com
McDermott,major,
Jamtkraft,power_gas,
Oceaneering,major,oceaneering.com
Lyse,power_gas,lyse.no
Helen Oy,power_gas,helen.fi
Seadrill,major,seadrill.com
Octa Plus,power_gas,octaplus.be
Stadtwerke Munchen,power_gas,swm.de
Valaris,major,
Eesti Energia,power_gas,energia.ee
Agder Energi,power_gas,ae.no
Subsea 7,major,subsea7.com
Eneco Energy Trade,power_gas,eneco.nl
Chiyoda,major,
Goteborg Energi,power_gas,goteborgenergi.se
Orsted Sales and Distribution,power_gas,
Turku Energia,power_gas,turkuenergia.fi
Bechtel,major,bechtel.com
Fluor,major,fluor.com
Expro Group,major,expro.com
Skelleftea Kraft,power_gas,skekraft.se
Inpex,major,inpex.co.jp
Odfjell Drilling,major,odfjelldrilling.com
Santos,major,santos.com
Wood Energy,major,
Helix Energy Solutions,major,helixesg.com
Borr Drilling,major,borrdrilling.com
Keppel,major,kepcorp.com
JGC Holdings,major,
Karoon Energy,major,karoonenergy.com.au
Tidewater Marine,major,tdw.com
Daewoo Shipbuilding,major,
Beach Energy,major,beachenergy.com.au
Hyundai Engineering,major,
Egdon Resources,major,egdon-resources.com
Sembcorp Marine,major,
Hyundai Heavy Industries,major,
Genel Energy,major,genelenergy.com
Cooper Energy,major,
Longboat Energy,major,
Star Energy,major,
Gulf Keystone Petroleum,major,gulfkeystone.com
Jersey Oil and Gas,major,jerseyoilandgas.com
Deltic Energy,major,delticenergy.com
Hartshead Resources,major,
Orcadian Energy,major,orcadian.energy
Afentra,major,afentraplc.com
IGas Energy,major,
Valeura Energy,major,valeuraenergy.com
Touchstone Exploration,major,touchstoneexploration.com
Trinity Exploration,major,
Savannah Energy,major,savannah-energy.com
Predator Oil and Gas,major,predatoroilandgas.com
Aminex,major,aminex-plc.com
Arrow Exploration,major,arrowexploration.com
Nostrum Oil and Gas,major,
Zephyr Energy,major,zephyrplc.com
Corcel,major,corcelplc.com
Petro Matad,major,
Tower Resources,major,towerresources.co.uk
Angus Energy,major,angusenergy.co.uk
Coro Energy,major,coroenergyplc.com
88 Energy,major,88energy.com
Enwell Energy,major,enwellenergy.com
Seplat Energy,major,
Elengy,lng,elengy.com
Sound Energy,major,soundenergyplc.com
Cameron LNG,lng,cameronlng.com
Wentworth Resources,major,
Reabold Resources,major,
Empyrean Energy,major,empyreanenergy.com
Molecular Energies,major,
Oman LNG,lng,omanlng.co.om
Nigeria LNG,lng,
Gasum,lng,gasum.com
Europa Oil and Gas,major,europaoil.com
Adriatic LNG,lng,adriaticlng.it
ClimeCo,carbon,climeco.com
Forliance,carbon,forliance.com
Treeconomy,carbon,treeconomy.co
Dragon LNG,lng,dragonlng.co.uk
Milkywire,carbon,milkywire.com
Compensate,carbon,compensate.com
Freeport LNG,lng,freeportlng.com
Senken,carbon,senken.io
Earthly,carbon,earthly.org
ALLCOT,carbon,allcot.com
LQM Petroleum Services,bunkers,
South Hook LNG,lng,southhooklng.com
OLT Offshore LNG Toscana,lng,oltoffshore.it
3Degrees,carbon,3degreesinc.com
Klaipedos Nafta,lng,
Everland,carbon,
Pachama,carbon,
DEPA Commercial,lng,
Hoegh LNG,lng,
Riverse,carbon,
Renoster,carbon,
Sing Fuels,bunkers,singfuels.com
PetroChina International London,bunkers,
Oceanic Fuels,bunkers,
Ecomar Energy Solutions,bunkers,
ADNOC LNG,lng,adnocgas.ae
Ridgewind,flex_optimiser,ridgewind.com
Wilder Carbon,carbon,
Locogen,flex_optimiser,locogen.com
Permian Global,carbon,permianglobal.com
Uni Marine and Energy,bunkers,
Muirhall Energy,flex_optimiser,muirhallenergy.co.uk
Force 9 Energy,flex_optimiser,force9energy.com
Wildlife Works,carbon,wildlifeworks.com
Calyx Global,carbon,calyxglobal.com
Belltown Power,flex_optimiser,belltownpower.com
Renewable Connections,flex_optimiser,renewableconnections.co.uk
Windel Energy,flex_optimiser,windelenergy.co.uk
Triodos Bank,flex_optimiser,triodos.co.uk
Abundance Investment,flex_optimiser,abundanceinvestment.com
Ecology Building Society,flex_optimiser,ecology.co.uk
VH Global Energy Infrastructure,flex_optimiser,
Octopus Renewables Infrastructure,flex_optimiser,octopusrenewablesinfrastructure.com
JLEN Environmental Assets,flex_optimiser,jlen.com
US Solar Fund,flex_optimiser,ussolarfund.co.uk
Greencoat UK Wind,flex_optimiser,greencoat-ukwind.com
Downing Renewables,flex_optimiser,
Gresham House Energy Storage,flex_optimiser,
Petrogress,trading_house,
Gunvor Services,trading_house,gunvor.com
Menhaden Resource Efficiency,flex_optimiser,
The Renewables Infrastructure Group,flex_optimiser,trig-ltd.com
Impax Environmental Markets,flex_optimiser,impaxenvironmentalmarkets.co.uk
Oilinvest,trading_house,oilinvest.com
Emarat,trading_house,
Glencore Energy UK,trading_house,
Premier Miton Global Renewables,flex_optimiser,
Tamoil,trading_house,tamoil.com
Gore Street Energy Storage Fund,flex_optimiser,gsenergystoragefund.com
Enoc,trading_house,
Mercuria Energy Trading UK,trading_house,mercuria.co.uk
Hartree Partners Europe,trading_house,
SDCL Energy Efficiency,flex_optimiser,
Iwatani,trading_house,
Castleton Commodities Trading,trading_house,
Ecofin Global Utilities,flex_optimiser,ecofininvest.com
Kanematsu,trading_house,
Freepoint Eco-Systems,trading_house,freepointeco.com
Bapco Trading,trading_house,bapcotrading.com
Viva Energy,trading_house,vivaenergy.com.au
Z Energy,trading_house,z.co.nz
Sumitomo Corporation Europe,trading_house,
Idemitsu Trading,trading_house,
Atrato Onsite Energy,flex_optimiser,
Marubeni Europe,trading_house,marubeni-europe.com
LX International,trading_house,lxinternational.com
SK Networks,trading_house,sknetworks.co.kr
Mitsui and Co Europe,trading_house,mitsui.eu
Total Trading Asia,trading_house,totalenergies.sg
Hanwa Europe,trading_house,
Saras Trading,trading_house,
Hindalco,metals,hindalco.com
Agritrade International,trading_house,
Posco International,trading_house,poscointl.com
Nippon Steel Trading,trading_house,
Voestalpine,metals,voestalpine.com
SSAB,metals,ssab.com
ArcelorMittal,metals,
Outokumpu,metals,outokumpu.com
Aperam,metals,aperam.com
Acerinox,metals,
Millennium Energy,trading_house,millenniumenergy.com
Hyundai Corporation,trading_house,hyundaicorp.com
Sinochem International,trading_house,
Reliance Global Energy,trading_house,
Salzgitter,metals,salzgitter-ag.com
Vedanta Resources,metals,vedantaresources.com
CNOOC Trading,trading_house,
Marcegaglia,metals,marcegaglia.com
Ecobat,metals,ecobat.com
Chinaoil Hong Kong,trading_house,
JSW Steel,metals,jsw.in
Zhenhua Oil,trading_house,
Tata Steel Europe,metals,tatasteeleurope.com
Itochu Europe,trading_house,itochu.eu
Euromoney,data_vendor,
Unipec Asia,trading_house,
Verisk,data_vendor,verisk.com
Informa,data_vendor,
Adani Global,trading_house,adani.com
Clarivate,data_vendor,
Kantar,data_vendor,kantar.com
RELX,data_vendor,
Sheffield Forgemasters,metals,sheffieldforgemasters.com
British Steel,metals,britishsteel.co.uk
Aurubis UK,metals,
Bloomberg LP London,data_vendor,
YouGov,data_vendor,yougov.co.uk
Risk.net,data_vendor,
Tegus,data_vendor,tegus.com
Sentieo,data_vendor,
Kensho,data_vendor,kensho.com
Exabel,data_vendor,exabel.com
BattleFin,data_vendor,battlefin.com
Canalyst,data_vendor,canalyst.com
Financial Times,data_vendor,ft.com
Dow Jones,data_vendor,dowjones.com
Wolters Kluwer,data_vendor,
Reuters News,data_vendor,
IHS Markit,data_vendor,
Visible Alpha,data_vendor,
EMR Metal Recycling,metals,emrgroup.com
Scila,data_vendor,scila.se
Sybenetix,data_vendor,
Cappitech,data_vendor,cappitech.com
UnaVista,data_vendor,
Celsa Steel,metals,celsauk.com
Sims Metal,metals,simsmetalmanagement.com
Glencore Recycling,metals,glencorerecycling.com
Clausematch,data_vendor,
Substantive Research,data_vendor,substantiveresearch.com
REGnosys,data_vendor,regnosys.com
Ancoa,data_vendor,
Beacon Platform,data_vendor,beacon.io
Corlytics,data_vendor,corlytics.com
Featurespace,data_vendor,featurespace.com
b-next,data_vendor,b-next.com
Red Deer,data_vendor,reddeer.io
Fenergo,data_vendor,fenergo.com
DTCC Report Hub,data_vendor,
Powerscourt,consultancy,
Kaizen Reporting,data_vendor,kaizenreporting.com
Ankura,consultancy,ankura.com
GLG Insights,data_vendor,
