name,category,domain
Coltrane Asset Management,fund,
Grenergy,flex_optimiser,grenergy.eu
Ib Vogt,flex_optimiser,ibvogt.com
Kimberlite Research,data_vendor,kimberliteresearch.com
Ospraie Management,fund,
Eclipse Trading,prop_mm,eclipsetrading.com
Pelham Capital,fund,pelhamcapital.com
Garda Capital Partners,fund,
Electron,flex_optimiser,electron.net
Vanda Insight,fund,vandainsights.com
Sonatrach,major,sonatrach.dz
Goldenwood Capital,fund,goldenwoodcapital.com
Frontier Road,fund,
Welligence,data_vendor,welligence.com
Believ,flex_optimiser,believ.com
Riverstone Holdings,fund,
Whitebox Advisors,fund,whiteboxadvisors.com
Symmetry Investments,fund,symmetryinvestments.com
Taula Capital,fund,taulacapital.com
Bluewater Energy,fund,
Gladstone Capital,fund,gladstonecapital.com
Ofwat,regulator,
Department for Energy Security and Net Zero,regulator,
Netherland Sewell,data_vendor,netherlandsewell.com
RISC Advisory,data_vendor,riscadvisory.com
Westwood Global Energy,data_vendor,westwoodenergy.com
Prudential Regulation Authority,regulator,
Payment Systems Regulator,regulator,
Metacapital,fund,metacapital.com
UK Infrastructure Bank,regulator,
Ilex Capital,fund,ilexcapital.com
EnCap Investments,fund,encapinvestments.com
Palliser Capital,fund,pallisercap.com
Awilco LNG,lng,
Dynagas,lng,
Tailwater Capital,fund,tailwatercapital.com
Capital Gas,lng,
Buckthorn Partners,fund,buckthornpartners.com
Pertento Partners,fund,pertento.com
Sproule,data_vendor,sproule.com
Mitsui OSK Lines,lng,
Kawasaki Kisen,lng,
Glazer Capital,fund,glazercapital.com
Commonwealth LNG,lng,
Toscafund,fund,toscafund.com
ERCE,data_vendor,erce.energy
Nordkinn Asset Management,fund,nordkinnam.com
Anson Funds,fund,ansonfunds.com
Crown Estate Scotland,regulator,crownestatescotland.com
Odey Asset Management,fund,odey.com
Gold Fields,metals,
Delfin Midstream,lng,delfinlng.com
Knutsen,lng,knutsenoas.com
Quantum Capital Group,fund,quantumcap.com
Melqart Asset Management,fund,melqart.com
Kinross Gold,metals,
Zadig Asset Management,fund,zadigam.com
Northam Platinum,metals,northam.co.za
Pensions Regulator,regulator,thepensionsregulator.gov.uk
Glenfarne Energy Transition,lng,glenfarnegroup.com
Golar LNG,lng,golarlng.com
Southern Copper,metals,
Ako Capital,fund,akocapital.com
Nexa Resources,metals,
NYK Line,lng,nyk.com
Norsk Hydro,metals,hydro.com
Codelco,metals,codelco.com
Fuji Oil,softs,
GasLog,lng,gaslogltd.com
Blommer Chocolate,softs,
Guan Chong,softs,
Lundin Mining,metals,lundinmining.com
NGP Energy Capital,fund,ngpenergycapital.com
Climate Change Committee,regulator,theccc.org.uk
Offshore Petroleum Regulator,regulator,nstauthority.co.uk
Ceres Global Ag,softs,
Nedcoffee,softs,
Ipanema Coffee,softs,ipanemacoffees.com.br
Al Ghurair Resources,softs,
Solaris Commodities,softs,
Bunge Loders Croklaan,softs,bungeloders.com
Barrick,metals,barrick.com
Ivanhoe Mines,metals,ivanhoemines.com
CHS Inc,softs,chsinc.com
Umicore,metals,umicore.com
Harmony Gold,metals,harmony.co.za
Nyrstar,metals,nyrstar.com
Raizen,softs,
AAK,softs,aak.com
Vicentin,softs,vicentin.com.ar
Aurubis,metals,aurubis.com
Alpha Marine Fuels,bunkers,
Vermont Bunkering,bunkers,
Prime Oil and Gas,bunkers,
Ilmarinen,fund,ilmarinen.fi
NSI Bunkers,bunkers,
Grupo Mexico,metals,gmexico.com
GP Global,bunkers,gp-global.com
Evergreen Marine,shipping,
Yang Ming,shipping,
HMM,shipping,
ZIM,shipping,
Wan Hai Lines,shipping,
Pacific Basin,shipping,
Grindrod Shipping,shipping,
Aegean Bunkering,bunkers,aegeanbunkering.com
Bunker One,bunkers,bunker-one.com
Nornickel,metals,nornickel.com
Sibanye Stillwater,metals,sibanyestillwater.com
Himalaya Shipping,shipping,himalayashipping.com
Comexim,softs,comexim.com.br
Imperial Petroleum,shipping,
2020 Bulkers,shipping,2020bulkers.com
Flex LNG,lng,flexlng.com
Avance Gas,shipping,
Epic Gas,shipping,
Fratelli Cosulich Bunkers,bunkers,cosulichgroup.com
Okeanis Eco Tankers,shipping,okeanisecotankers.com
Performance Shipping,shipping,performanceshipping.com
Ocean Network Express,shipping,one-line.com
AngloGold Ashanti,metals,anglogoldashanti.com
Adecoagro,softs,adecoagro.com
Optima Shipping,shipbroker,
Lightship Chartering,shipbroker,
Impala Platinum,metals,implats.co.za
Hartland Shipping,shipbroker,
SLC Agricola,softs,slcagricola.com.br
Nordzucker,softs,nordzucker.com
Dorian LPG,shipping,dorianlpg.com
Genchart,shipbroker,genchart.com
Agrocorp International,softs,agrocorp.com.sg
Interunity,shipbroker,interunity.com
Trident Alliance,shipbroker,
Seascope Shipbroking,shipbroker,seascope.co.uk
Perenia Group,carbon,
JB Cocoa,softs,jbcocoa.com
GrainCorp,softs,graincorp.com.au
Tidewater Shipbrokers,shipbroker,tidewater.co.uk
Carbon Growth Partners,carbon,carbongrowthpartners.com
Pfeifer and Langen,softs,pfeifer-langen.com
Stolt-Nielsen,shipping,stolt-nielsen.com
Copersucar,softs,copersucar.com.br
Belships,shipping,belships.com
Bahri,shipping,bahri.sa
Odfjell,shipping,odfjell.com
Weber Shipbroking,shipbroker,crweber.com
Amaggi,softs,amaggi.com.br
Alcyon Shipping,shipbroker,alcyonshipping.com
Alibra Shipping,shipbroker,alibrashipping.com
Northern Shipping,shipbroker,northernshipping.com
Grupa Lotos,refining,
BW LPG,shipping,bwlpg.com
Star Refinery,refining,
Bharat Petroleum,refining,
Hindustan Petroleum,refining,
Nayara Energy,refining,
Formosa Petrochemical,refining,
Navigator Gas,shipping,navigatorgas.com
Tsakos Energy Navigation,shipping,tenn.gr
Ecosecurities,carbon,ecosecurities.com
Idemitsu Kosan,refining,
Karbon-X,carbon,karbon-x.com
Cosmo Oil,refining,
Anew Climate,carbon,anewclimate.com
Nordic American Tankers,shipping,nat.bm
Respira International,carbon,respira-international.com
Eneos,refining,hd.eneos.co.jp
S-Oil,refining,s-oil.com
SK Energy,refining,skenergy.com
Exmar,shipping,exmar.be
Emergent Forest Finance,carbon,emergentclimate.com
Astute Technical Recruitment,recruiter,
Bazan Group,refining,bazan.co.il
Cool Effect,carbon,cooleffect.org
Saras,refining,saras.it
Glocomms,recruiter,
LarsonMaddox,recruiter,
Cristal Union,softs,cristal-union.fr
SThree,recruiter,
Ruubarb,carbon,ruubarb.com
Zeromission,carbon,zeromission.se
Eramet,metals,eramet.com
Preem,refining,preem.com
ACT Group,carbon,actcommodities.com
Marks Sattin,recruiter,markssattin.co.uk
Terra Global Capital,carbon,terraglobalcapital.com
GS Caltex,refining,gscaltex.com
Armstrong Craven,recruiter,armstrongcraven.com
Airswift,recruiter,airswift.com
Petroplan,recruiter,petroplan.com
